question,answer,srno
Certificate by Divisional Forest Officer should be given with returns to the AG regarding destruction of vouchers for amounting ____,Less than Rs. 25.,581:
Expenditure debited in the cash book to 65 capital outlay on forest should be ____(dr/cr) in cash book of forest division,Credit/Payment side,582:
"Recovery from pay bill, IT etc shall be credited to central government by classifying the same the under the head ____",Book Transfer,583:
Applicable percentage on account of Audit and Account charge when construction works cost more than Rs. 5 crore is ___,1 /4%,584:
True/false; It is necessary to ensure that the issue rate for an item should be same in all sub-divisions.,False. It is not necessary but it should be same for localities under a sub division.,585:
Materials may be issued from stocks for ___purposes.,"Three. Issue to work, transfer to other divisions, dept and sale.",586:
The assignment of fund to meet specified expenditure included in a primary unit of appropriation is called ___,Appropriation,587:
The DA should see that detailed drawing and specifications duly authenticated form part of the NIT in case of ___contract.,Lump sum,588:
Any sum required to satisfy the award of an arbitral tribunal is to be charged on ____(with Article No.),Consolidated Fund of India {112(f)(3)},589:
The Chief Controller of Accounts means ___,Head of Accounting Organization of a Ministry.,590:
"In respect of transactions brought to account in the Monthly Account, but if it can precede or accompany the Monthly Account, a single note or statement should be sent to AO within ____of despatch of Monthly Account.",A week,591:
Transactions relating to Appropriation to Contingency Fund and Inter-State Settlement are in ___(part of govt account).,Consolidated Fund of India(Second Division),592:
True/false;Bills setting forth necessary details of the claim but not prepared in proper departmental form should be rejected.,False.payment to be made.,593:
"In case of store found deficient, the immediate action is required to ___",Recording a note in red ink and put the deficient under MWA pending recovery or write off,594:
"When charges connected to land and quarries exceed ____and the metal is required to maintain an existing road or roads for a series of the year, the total initial outlay should be debited to the Sub Head Land, Kilns etc.",Rs. 1000/-,595:
It is not permissible to take credit for revenue until it is realised but exception to this rule are ___,Supervision charge on sales of stock on credit and sale of tools and plant creditable to MWA,596:
"For the purpose of CPWA Code, the officer in charge of an independent sub-division is treated as __",DO,597:
"True/False; Amount of license fee recovered from pay bill of Govt servants under payment control of PAO, the same shall be passed on the DO for adjustment in the Divisional Accounts.",False.PAO will credit the revenue head. DO will credit the account of licensee in CPWA 49.,598:
Cashier and others authorised to make disbursements on passed bills no payment should be made without _____of the disbursing officer recorded on the bill.,A pay-order,599:
Every bill or other demand for payment should set forth the unit rate at which the payment is to be made except in the case of ___contract.,Lump sum,600:
A rate book of schedule of rates should be kept in Division Office showing the ____ rate at which metal can be supplied to the road side through out the Divisional.,Lowest,601:
"Before the date of submission of the Monthly Accounts to PAO, the posting of which register should be completed.",Register of Works,602:
Unexpended balance under deposit work should be surrendered promptly with the approval of ___,DO,603:
"If there are several contracts in connection with a work or account, the transactions relating to each should be distinguished preferably by quoting the ___",Number and date of agreement.,604:
"Municipal or other rates and taxes on Govt buildings shall be adjusted in the manner laid down in ___(GFR, R&P etc)",GAR 1990,605:
Deposits credited to Govt or confiscated under the provisions of an agreement or band cannot be repaid without pre-check by ___,PAO,606:
"After having received 33 1/3% of value of works from autonomous bodies, the expenditure incurred thereafter shall be get reimbursed through ___(weekly/monthly/stages) bills.",Monthly,607:
A bill register in GAR 9 maintained by all the HsoD should be reviewed ___,Monthly,608:
General sanctions to estimates and appropriation for works should be noted in __,Register of Works in Form C.P.W.A 40,609:
PAO returns the second copy of Main Scroll duly certified without documents to Focal Point Branch within ___,24 hours,610:
Major head for Other Deposits- Subventions from Central Road Fund is ___,8449,611:
Schedule of Debit to Stock CPWA 72 should be arranged in ___groups (with names of the group).,"Three. 1. Manufacturers, 2. Land kilns and 3. Other sub heads",612:
The component(s) of Departmental Charges which remain fixed irrespective of nature and cost of work is/are __,Audit and Accounts and Pensionery Charges (1/4% each),613:
All items of revenue and expenditure should be classified and arranged in Classified Abstract of Revenue and Expenditure in FA 5 on ___(period/time basis).,Monthly,614:
Advance given to Disburser in a Forest Division shall be ____ (dr/cr) to his account.,Debited.,615:
A payment of 8009 was wrongly debited to 2216 and the accounts of the year is closed. Rectify the entry if permissible,Debit 8009 and credit 0216 because of closure of account of the year. In case account was not closed then (-) debit 2216.,616:
True/false; Availability of funds under the Sub Head Contingency of the sanctioned estimates could be utilized to such additional works not contemplated in the Sanctioned estimate of the work/project.,True. Contingency is meant for such purposes which cannot be foreseen.,617:
The total of the che drawn during the month should be entered in CPWA ____(credit/debit),Credit schedule CPWA 77,618:
Major head for afforestation is ___,2406,619:
"In classified abstract of expenditure, the receipt and recoveries on Capital Accounts is shown as __",(-) Minus expenditure/reduction of expenditure,620:
Cash voucher relating to works (other than running/final account bill) and contingencies need not be submitted to PAO when amount does not exceed _,Rs. 1000/-,621:
"When DO is absent from HQ at the time of submission of Monthly Account, on his return he should submit a report in CPWA 84 to PAO with a copy of ___ duly signed by __","Duplicate Monthly Account, himself(DO)",622:
The prompt settlement of all remittances should receive the personal attention of ___,DA,623:
CPWA 75 B is maintained for ___,Certificate regarding the completion of Register of License Fee and Revision of License Fee,624:
Lists of items outstanding for more than six months under MPSSA and MWA are submitted to PAO on ___basis.,Six monthly (Sep/Mar ),625:
The general business on behalf of the central government is carried out by RBI under the provision ___,Section 21 of RBI Act 1934,626:
All the CDDOs of the CPWD assess their ___(monthly/quarterly) requirement of all the three categories of che for placing indents to respective PAOs.,Annual,627:
An Account of cheque books/forms used daily should be maintained by __ in form ___,"Cashier, CAM 2",628:
The destruction of account records in PWD is governed by such rules as may be prescribed by ___,Govt in concurrence with Chief Controller of Accounts,629:
A project classified as productive one will retain its classification unchanged during ___years after the closure of its construction estimate.,11 th to 13th,630:
"The general rule regulating the classification and incidence of Pay, Allowances, Leave Salaries etc. of Govt servants are contained in ___",GAR 1990,631:
Recoveries of T&P from other dept of Union Govt shall be adjusted as ___,Reduction of Expenditures under Minor Head T&P,632:
Charges on account of general establishment should be classified under the head __,Minor head Direction & Administration under 2059,633:
The basis for determining the slab for levying the establishment charges shall be ___,Estimated cost subject to actual adjustment on expenditure incurred.,634:
True/False; No share of general charges on account of Est. and T&P should be included in the actual cost of works chargeable against the Central Road Fund.,TRUE,635:
Accounting entries when advance payment received by supplying division.,Minus debit to sub head Store supplied/Services rendered and debit Cash Remittance 8782,636:
The expenditure incurred by DO on behalf of Cabinet Secretariat/MoD will be booked under the head __,Minor Head 107 Cash Settlement Suspense Account Major Head 8658,637:
Test check by the AG (Audit) team in Divisional Office is ___stage of checking of works accounts,Second,638:
The work of accounting in Works Dept of AG shall commence within __on the receipt of Monthly Account,Immediately,639:
Each AG should prepare a Statement in Form 18 and despatch it through State Govt to Central Govt so as to reach the Central Govt not later than __,1 st November,640:
Information for annual review on the working of all PWDs is collected from__,Works Accounts Section and Audit Wing,641:
Number of statements pertaining to Accounts Wing in Annual Review on working of all the PWDs is __,six,642:
"To incorporate the settlement of outstanding and transfer entries pertaining to the preceding years, the accounts of March of a forest division should be closed on __or such date as may be prescribed by the AG.",20 th May,643:
When Divisional Forest officer is on tour and cannot sign the required certificate these certificates should be signed by ___,Head Clerk/other official authorised by Govt,644:
True/False; If a security recovered in installment is being deposited in Post Office saving bank an installment wise entries to be made in the Register in CPWA 85.,False. Should be entered only when entire due has been deposited. In case of premature refund it should be entered in CPWA 85 and clearance to be shown.,645:
. Means any channel which is supplied with water from a canal but which is not maintained at the cost of Govt and all subsidiary works belonging to any such channel is called __,Water course,646:
The result of periodical inspections of the sub divisions by the DA should be placed on record for the inspection of the ___,Chief Controller of Accounts.,647:
"Serious financial irregularities, even though made good under the orders of the competent authority, should be reported at once for the information of ___",Chief Controller of Accounts,648:
The accounts of interest bearing securities maintained by the SDO should be examined by the DA to see __,The rules relating to them are observed and Register in Form 85 is correctly maintained.,649:
The receipt of the dept arising abroad should be passed on the to ___by __,PAO of Min of External Affairs to PAO of concerned Min/Dept,650:
Provision of the average rate of exchange has been abolished w.e.f _,1 st April 1974,651:
The actual balance of cash in each chest should be counted by DDO on __,Last working day of the month. When not possible first working day of following month before any disbursement.,652:
"When DDO is absent and not able to count the cash on prescribed date, he should ____",He should count at the earliest opportunity recording reason for delay on cash balance report.,653:
Accounting entries in case of closure of a permanent imprest account.,"Debit 8782, credit 8672",654:
The amount of Imprest should in no case exceed 5000/- without the special sanction of __,Admin Min/Administrator,655:
The sanction of issue of permanent Imprest Shall be addressed to __,PAO,656:
PAO receives acknowledgement from DO holdings permanent Imprest as on 31 March in the month of ___,April,657:
Who should keep a record of the CPWA 3 and 3A received from Central Form Stores Kolkata and those brought to use.,DO,658:
The issue rate should be worked out to the nearest __(paise/rupee),Rupees,659:
The issue rate should be revised whenever there is a change in the price of ___(item group),Controlled items,660:
"True/false; Percentage charges on account of Est, T&P, Accounts and Audit and Pensionery charges levied on works expenditure should be shown in Works Abstract and Register of Works.",False. These are not recorded in WA and RoW,661:
The accounts of work in the Works Abstract should ordinarily exhibit three items __ __ and ___,"Amount- total charges finally classified under relevant categories, Percentage- of the progress of work compared with technically sanctioned and time allowed and Rate of cost-effective cost per unit on the basis of recorded amount and progress",662:
The physical verification of unused materials under each item is exempted in three conditions __,(I) the work has been under construction not more than 3 months (II) Account of work expected to be closed within 3 months and (III) Balances were verified at any time during the year.,663:
"In case of Lump sum contract provides for intermediate payment, it should be on the basis of a certificate given by an officer not below the rank of ___",SDO,664:
"If a % or any other portion of the value of work under Lump sum contractis withheld due to one reason or other, the net amount remaining shall be treated as ___",Advance payment,665:
Capital charges in connection with a manufacture extending over more than one season should be debited in first instance under the sub head ___,"Land, Kilns etc under Stock Accounts",666:
True/false; The accounts of road metal digging are treated as manufacture accounts,False.,667:
Expenditure booked under sub head Handling and other incidental charges should be brought to nil at ___(period/point of time),Adjustment of profit and loss ( annually ),668:
Transactions recorded under MWA are divided into ___classes(with names),"Four (sale on credit, Exp incurred on Deposit Works in excess of deposit, Losses, retrenchment, error and Other items",669:
"All items of receipt until clearance, the classification of which cannot be determined at once or which represent error in account awaiting adjustment shall be accounted for __",Miscellaneous Deposits.,670:
A list of deposits and balances lapsed to Government accounts shall be sent to ___,PAO,671:
Procedure with regard to the disposal of the interest bearing security of a subordinate when transfer to another division/department is prescribed by ___,Admin Min/Administrator in consultation with PAO,672:
The amounts of pay and allowances or any other advances or recoveries which are adjustable in the books of other Accounts Officer will be shown in CPWA ___,77 Credit when payable and 77 Debit when receivable.,673:
Major head for Veterinary care is __,2403,674:
"In order to ascertain whether an autonomous body is fully funded by the Central Govt or not, a letter to this effect shall be obtained from ___",Head of such Undertaking/Head of Finance dept of such Undertaking.,675:
"When the land, Kilns, plant etc acquired for departmental manufacture operations are leased to a contractor or other person, the rent charged should be accounted for as __","Credit to land, Kilns account ( not to revenue )",676:
"True/false; If the amount admitted for payment exceeds the amount credited to MPSSA, the amount in excess should be shown as minus entry",False. The amount in excess should be debited to stock or work directly.,677:
The share of municipal taxes paid by Govt on behalf of licensees of Govt buildings should be debited to which class of MWA under Minor Head 799,Other items,678:
The accounts to be kept in a workshop depend upon ___,The extent of the operation and the size of shop.,679:
Forms to be used and procedure to be observed by a workshop shall be settled by the Admin Min/Administrator in consultation with ___,Chief Controller of Accounts,680:
"Where capital account of a workshop are kept mainly for the need of irrigation branch (quasi commercial), the capital expenditure shall be recorded under the Major Head ___",4701,681:
The percentage for the supervision charges to be levied for each job should be calculated on the value __,Value of materials issued to each job,682:
Charges other than Supervision charges pertaining to a job of workshop account are calculated on the value of ___,Total cost of labour and stores pertaining to job,683:
True/false; In case of workshop accounts it is usual to charge a further percentage on account of profit except in the case of job executed for other divisions of the government.,TRUE,684:
Cash deposits of subordinates and contractors may be converted at the cost of depositors into interest bearing securities provided ___,(1) the depositors has expressly desired this in writing & (2) the acceptance of new form of security permissible under rule and also under agreement or bond.,685:
The amount up to Rs. 500/ each work extracted by withholding payment as security shall be credited to ____,". Contractor ""OT""",686:
Lapsed deposits are refunded after claims pre checked by the PAO. In the pre check PAO to ascertain 3 points ___,"(1) Item was really recd, (2) it was credited to Govt as lapsed/confiscated & (3) claimant's identity and title to money certified by DO",687:
True/false; Transactions connected with interest bearing securities do not pass through the Cash Book of the Division.,TRUE,688:
An account of Interest Bearing Securities in CPWA 86 for submission to PAO is prepared___ ( monthly/quarterly ),Annually,689:
Submission of CPWA 86 to PAO is supported by ____,(1) Ack of depositors in original for securities returned or re transferred to them during the year and (2) the certificate of DO that balances of security shown as o/s are under his possession,690:
"Contributions made by the Central or State Govt to District Board, Municipalities etc or vice versa shall be accounted for as ___",Exp for givervor receipt for receiver as the case may be under the relevant head.,691:
"Whole or part of the cost of work done by PWD on behalf of local bodies when given as financial assistance, the same will be debited as ___",As expenditure under detailed head Contribution,692:
True/False; Readjustment of cost is necessary when works already constructed or land purchased are transferred free of charge to local bodies.,False.,693:
The conditions under which one dept of public service may raise debits against another dept under the same govt or any dept under another govt for service rendered or goods supplied are regulated by the provisions contained in ____,Chap 4 of GAR 1990,694:
"In case of transfer of DO, SDO or other executive charges a report of transfer charges should be prepared in manner prescribed the Govt and submitted to ___through ___","PAO, SE",695:
"If the DO is specially authorized by __to sanction the carriage, handling etc. charges up to a specified monetary limit, to conduct the scrutiny of individuals items of expenditure against DO's sanction shall be devolved upon ___","Govt, DA",696:
The monthly account in CPWA 80 is due to reach the AO by such date as may be fixed by ___,Chief Controller of Accounts,697:
If DO is required to make a formal report periodically of the progress of expenditure on a Deposit Works it shall be submitted in Form ___,CPWA 65A,698:
The procedure to submit above report ___,"Details of the amount of estimate, total deposit received and progressive expenditure in CPWA 65A along with Sch of Deposit Works CPWA 65 is sent to PAO which in turn after auditing and verifying forward the same to party concerned.",699:
"If the DO is authorized to refund fines, which have been remitted by a court of law, without reference to higher authority, it is reported to PAO under schedule ___ (with documents in support also)",Sch of Refund of Revenue along with original orders of the court.,700:
"The schedule of transactions adjusted under the Head 107 CSSA, CPWA 76A for Mar and Sep should be accompanied by a Statement in statement in Form __(what does this statement reflect)",75B. It shows the outstanding for more than 6 months (note 2 _22.4.16)/4 months (22.4.24_b_ii ),701:
Yes or No; Vouchers in support of payment made for conversion of cash deposits into interest bearing securities in all cases shall be submitted to PAO.Vouchers in support of payment made for conversion of cash deposits into interest bearing securities in all cases shall be submitted to PAO.,False. Should be submitted except cases in which no vouchers other than the security itself or safe custody certificate of the security exists.,702:
"True/False; In respect of submission of CPWA 91, Annual Certificates of Balances, if the closing balance under any head is NIL, report of such head need not be included in CPWA 91.",False. In all cases in which there was a balance at the beginning of the year or there were any transactions during the year a certificate should be recorded.,703:
The heads/Works Accounts Records which are incorporated in CPWA 91.,"Contractor's Ledger, Works Abstract, Schedule Dockets, Register of Works, License Fee Register",704:
A pro forma account relating to a single division will be prepared by __,DO,705:
Types of bank scrolls received by PAO is __(names also),Two (Receipt Scrolls with receipts challans and Payment Scrolls with paid che),706:
The accepted/verified amount of Main Scroll should be noted in Form __,CAM 17 Register of Public Sector Bank Suspense. It should be verified with DMS.,707:
Generally no work should be undertaken for municipalities/private parties before the whole estimated cost is paid to DO. This rule can be relaxed by ____,DO/Superintendent of Workshop,708:
The above rule can be relaxed in cases of __(conditions),Govt offices where full recovery is not open to doubt. A rough estimate is prepared in advance and an undertaking of the officer concerned regarding payment is obtained. The full expenditure incurred must be deducted from the officer's pay for the following month.,709:
Percentage for different indirect/incidental charges on account of workshops operations are determined by ___,Admin Min/Administrator in consultation with CCA,710:
Main charges which are covered under incidental/ indirect charges are__,"Sup Charges, interest on capital cost of buildings, plant and machinery, Maintenance charges of buildings etc, Depreciation and Eat. Charges.",711:
"The percentage charges on account of Est related to works done for other Govt, Local Bodies, Private parties is treated as __",Revenue Receipt,712:
"In the case of jobs of all classes, the cost of operations should be cleared or adjusted in the transfer as the case may be __(daily/monthly/quarterly)",Monthly,713:
The account of a job may be settled once a year in March or in an earlier month if the job completed earlier subject to two conditions ___(detail),When the total cost during the year is not larger than Rs. 500/- and when monthly settlement is inconvenient to indenting parties.,714:
Pro forma Accounts of a workshop is prepared annually which consists of three accounts ___(name).,"Capital Account, Out-turn Account and Profit and Loss Account.",715:
Interest calculated on the mean capital of a years pertaining to a workshop is reflected on which side of profit and loss accounts__(assets/liability),Liability (kindly read para 14.3 for other details),716:
When the stock accounts should be treated as a part of workshop __,If and to the extent the reserve stock is declared by Admn Min to be part and parcel of the shop.,717:
"True/false; Whether the whole or part of stock is merely and adjunct to a workshop, the interest charged on it and loss and gains (incl Sup. Charges) arising out of it should appear in P&L account of the Workshop.",False.,718:
The annual account of a workshop is reviewed by __ in consultation with __,CCA( under the direction CAA) with officer in charge of the shop.,719:
The annual review of workshop is reported to __,CAA,720:
Special point of attention in the report regarding annual review of workshop __,Financial working specially bringing out of the necessity or otherwise of revising the percentage fixed.,721:
Deposit received on account of Takavi Work to be done may be converted into interest bearing securities at the discretion of __,None. Deposit received for works other than Takavi Works may be converted into interest bearing securities.,722:
The amount refund against the lapsed/confiscated deposits shall be treated as ___,Refund of receipt (minus credit),723:
True or False; A consolidated records of the transactions of a year relating to all Deposit Works of the Division should be prepared in Form CPWA 65.,alse. Transactions of a MONTH.,724:
The cost of land acquired by Civil Authorities for two or more commercial department co- jointly shall be debited to __,Parties concerned (in case of non commercial departments debited to dept for which greater part of land was acquired),725:
"When a special officer is employed for acquisition of land for PWD, the expenditure of his pay, allowances, establishment and contingency is debitable to ____",PWD as a part of work for which land acquired (when not specially employed only spl charges and not pay and allowances will be debited to PWD),726:
"Cash recoveries made from employees, contractors, etc and as also revenue realised on behalf of other Div, Dept or Govt should be passed on to them by ___(book transfer/cash/adjustment)",Cash(Cheque/DD ),727:
Inter-departmental transactions on account of supplies made or services rendered to Cabinet Secretariat and MoD has to be settled in ____,Cash (CSSA ),728:
Major head 8670 pertains to ___,Che and bills,729:
"Work done in a PWD on behalf of another division including the Divisions of other Govt, the claims should be settled by __",Divisions amongst themselves without intervention of PAO.,730:
"If a supplying division has made an excess payment over and above the advance payment made by indenting division for supply of goods or services, the excess amount will be claimed by operating on the suspend head named ___",CSSA(Cash Settlement Suspense Account),731:
"Any discrepancy noticed in PAO during check of requisite vouchers related to advance payment for supply of goods or services from other division, it shall be notified to ___",Both originating and responding divisions.,732:
"In case of material is purchased by placing indent to DGS&D, the payment is made by __to ___",PAO of indenting Division to PAO(Supply),733:
"Claims of all Govt servants, Gazetted or non- Gazetted should be preferred by ____",HoD (DO is treated as HoD of the Division),734:
The PAO will consolidate the information available in NPS schedule received from various DDOs and forward the same in Floppy in prescribed form to Pr. Accounts Officer by __,12 th of following month.,735:
Pr. AO in turn will be consolidate the information and send to ___ by__,"Pension Regulator, 15th of the month (till the Regulator is appointed it will be sent to Central Pension Account Office)",736:
All orders revising sanctioned scales or sanctioning creation or abolition of permanent or temporary appointment should at once be communicated to ___,PAO,737:
"Whenever transfer of executive charge is prolonged so that two govt servants may be entitled to draw pay and allowances simultaneously for a single appointment, who__ should intimate the PAO that time taken is reasonable and relieving officer may be considered as on duty.",SE,738:
"In above case when reporting officer considers that time taken in Handing/Taking over to be excessive, the Relieving officer shall be treated as ___",On leave or joining time,739:
Major head for expenditure on Zoological Parks and Public Garden is __,2406 Forest and Wildlife,740:
lapsed/confiscated deposits shall be treated as ___,Refund of revenue,741:
Not taken up,Not taken up.,742:
The cash and stock accounts of entire division as also transfer transactions before incorporated in Monthly accounts shall be scrutinised by ___,DA,743:
The three points to ensure by the DA while checking accounts returns of SDOs,"(i) they have been received in a complete state, (ii) sum receivable are duly received and accounted for & (iii) bills are prepared as per rule and covered by sanction/appropriation and claims presented for payment are valid and in order.",744:
Sanctions to estimates for works should be entered in the Register called ___,Register of Works CPWA 40.,745:
True/False; A collective register of all sanctioned estimates be maintained in such form as may have been prescribed by the PAO,FALSE. As prescribed by the Govt.,746:
The works expenditure should be checked with the estimate to ensure that,Charges incurred are in pursuance of the objects for which it was intended.,747:
"Procedure for seeking further information, certificates etc. from Sub Divisions by DA as a result of examination of Accounts and returns of sub divisions is/may be prescribed by __",DO,748:
"True/false; Presently the Focal Point Branch of the accredited bank is Reserve Bank of India under section 2 of RBI Act, 1934.",False. It is SBI.,749:
Payment and Receipt scrolls with paid che and Receipted challans are received in PAO from ___,Focal Point Branch of accredited bank.,750:
Part I and II of Schedule of Reconciliation of Che and Remittance in CPWA 51 are __ and __respectively,Part I- Cash Remitted and Acknowledged & Part II- Che Issued and Paid,751:
Abstract Book CPWA 81 may be written up from __ in accordance with instructions___(given in),"Original Cash Book, Summaries of Stock Receipts and Indents and Transfer Entry Book, printed on standard form.",752:
Purposes of preparation of Abstract Book are __,Location of errors and omission made in compilation of Monthly Acct,753:
"For accuracy of the amounts mentioned in the Schedule Docket, the __ personally responsible.",DA,754:
"For percentage recoveries made on account of Est, T&P, Audit and Pensionery charges a single docket embracing all Govt and Non Govt works should be prepared in form __",CPWA 62,755:
"True/False; When under a major head of revenue, there is more than one system of works, for which separate capital accounts are kept, a summary of the receipts of all systems working up to the totals of the major head should be prepared.",True.,756:
Schedules of Debit/Credit to Misc. Head of Accounts are adjusted finally in the books of ___,PAO,757:
Expenditure on works met from subventions from Central Road Fund will appear in Schedule ___,CPWA 76(Debit ),758:
The transactions which cannot be classified under final head concerned or the heads in the Public Account shall be shown in CPWA 76(Dr/Cr) unless authorised by ____,CCA,759:
Primary unit of appropriation wise details of individual vouchers of Payments of pay and allowance of staffs will be prepared in Schedule ___,CPWA 64A,760:
The above schedule is prepared ____(separately/combined) for Regular Est and WCE borne on regular establishment.,Separately,761:
The above schedule is sent in ___(copy/copies) along with Monthly Accounts to PAO.,Triplicate,762:
Primary units under Direction and Administration as shown in above schedule are __,"For both regular (Executive) and WCE on regular establishment same Salaries, wages, OTA, TA, OE, Professional and Social Services, other charges = total.",763:
Primary unit of appropriation wise debit figures will be shown in Form __,CPWA 74A,764:
Expenditure incurred indirectly due to any natural calamity shall be debited to ___(major head),Appropriate Functionality Major Head,765:
A schedule of Works Expenditure should be prepared in CPWA 64 after having reconciled the ___,Works Abstract and Relevant schedule dockets,766:
True/False; Normally only those works on which expenditure has been incurred during the month should be included in CPWA 64.,True (except for Sep and Mar Supple),767:
CPWA 64 pertaining to the months of ___should include all works including those for which no transactions incurred during that/those months,Sep and Mar Supple,768:
A copy of CPWA 64 of the above months should be sent by DO to ___informing excess over estimate.,SE,769:
CPWA 64 should include all works relating to NH and Central Road Fund pertains to the month(s) ___,"Jun, Sep, Dec and Mar",770:
A ____(monthly/quarterly) statement of expenditure on NH and Central Road Fund is submitted to GoI by ___,"Quarterly, PAO",771:
The excess of expenditure incurred during the year over allotment should be shown in CPWA 64 at/in ___(place/column).,Below the allotment column (8),772:
"If the DO is authorized by __to sanction the carriage, handling etc charges up to specified monetary limit it will devolve upon ___to conduct scrutiny of individual items of expenditure against DO's sanctions.","Govt, DA",773:
Stock Account in CPWA 73 prepared in ___parts (with details),"Two: Part I- Main account showing Receipt, Issue and Balances classified by sub heads & Part II- Detailed account of issues (it is written up first)",774:
All items of claims relating to cash transactions should be detailed individually in Form ___,CPWA 76A,775:
A consolidated account of all expenditure debited against the grant the Division should be prepared in Form ___,"CPWA 74, Classified Abstract of Expenditure",776:
The figures in above Form relating to several major and sub-major heads should be arranged in the order indicated in ___,List of Major and Minor Heads of Accounts.,777:
"When works for Indian Air Force, Posts, Telecommunications and Archaeological Dept are undertaken and funds are allotted to Division, the expenditure on this account should be abstracted in form ___",CPWA 74,778:
True/false; Refund of revenue are excluded from classified abstract of expenditure CPWA 74 whereas receipts and recoveries on capital account are included in the abstract.,TRUE.,779:
