question,option_a,option_b,option_c,option_d,answer,hint,srno
Pick the incorrect one,"Each prescribed minor and sub-detailed head under Debt, Loans, Deposit, Suspense and Remittance heads which close to balance shall be a separate ledger head","In order to reduce clerical work of posting in Ledger AC 27, the detailed head figures from the Consolidated Abstract for transactions under Debt, Loan, Deposit, Suspense and other Remittance heads that close to balance, it will sufficient if the monthly posting of the inner columns in ledger is confined to the prescribed minor head","The sub and detailed head-wise figures should, however, be posted in the ledger once a year after the March (Final) closed by setting apart a set of pages in the end of the ledger in Form AC 28",None of the above,C ,,221.
The books should be closed formally with the approval of the,Accountant General after the Finance Accounts have been finally printed,Supervisory Officer-in-Charge of Book Section after the Finance Accounts have been finally printed,Gazetted Officer-in-Charge of Book Section after the Finance Accounts have been finally printed,CAG before the Finance Accounts have been finally printed,B ,,222.
"The Heads ""Revenue Receipts"", ""Service Expenditure"", ""Capital Expenditure outside the Revenue Account"" in the Central and State Ledgers shall",remain open,be closed to balance,Both A&B,closed to Government,D ,,223.
Major Head for Inter State Settlement Account is,8793,7810,7999,7610,B ,,224.
"Inter State Settlement Account and Appropriation to Contingency Fund (7999) are of the nature of Debt, Deposit, Suspense or Remittance heads and are to be closed to Balance",True,False,,,B,,225.
"The Debt, Deposit, Suspense and Remittance heads and personal accounts shall be",closed separately to balance except 8675,closed separately to Government except 8675,closed combined to balance except 8675,closed combined to Government except 8675,A ,,226.
The balance under the head 8675 (Deposits with RBI) in the State Section shall be transferred to the Major Head,8785 Other Remittances every month,8999 Cash balance at the close of year,8785 Cash balance at the close of year,8999 Cash balance every month,D ,,227.
The balance under the following major heads in the Central Section shall be closed to the Government,head 8782 (Cash Remittance) and 8680 (Misc) Govt. Account),head 8675 (Deposits with RBI) and 8782 (Cash Remittance),head 8675 (Deposits with RBI) and 8680 (Misc) Govt. Account),head 8675 (Deposits with RBI) and 8999 (Cash Balance),C ,,228.
Pick the correct one,"The total in the amount columns of the journal should be carried forward at the end of the month. They should be noted in pencil only, until the opening entries for the year are posted after the closure of the accounts for the previous year",The accuracy of the ledger postings should be tested monthly by the preparation of Trial Balance Sheet in Form AC 30,Both A&B,None of the given,A ,,229.
"Each State AG should as soon as the accounts of a month are closed, submit a monthly account of its transactions in Form AC 31 to the",CAG,CGA,Reserve Bank,State Government,D ,,230.
The figures for the monthly account in AC 31 should be taken from the,Departmental Consolidated Abstract,Consolidated Abstracts,Detail Book,All of the above,B ,,231.
"An account of all Central (Civil) transactions i.e. Civil pensions and transactions of UTs with Legislature which pertain to the Public Account, and of all transactions of UT Administrations brought to account by each AG should be submitted by him to the",CAG,CGA,State Government,Pr. AO of the Departments and UT concerned,B ,,232.
The annual accounts (including Appropriation Accounts) of each State/UT Govt. shall be prepared in the form prescribed by the President on the advice of the CAG under,Article 148 of the Constitution,Article 149 of the Constitution,Article 150 of the Constitution,Article 151 of the Constitution,C ,,233.
Pick the correct one,Annual Accounts including Appropriation Account a State is prepared by the State AG and submitted to the CAG for approval and transmission to the Governor of the State concerned under Article 151 (2) of Constitution and Sec 11 of DPC Act 1971,In respect of UT Government with legislatures Annual Accounts including Appropriation Account is prepared by the concerned AG and submitted to the CAG for approval and transmission to the Administrator of UT concerned under Sec 49 of UT Act 1963,Both A&B,None of the given,A ,,234.
"Material for the preparation of the Appropriation Accounts relating to the Pension' Demand for Grant of the Central Government and relating to the Demand for Grants of UT Administrations whose accounts are not separated from audit, shall be submitted by each AG to",the CGA,the CAG,"Director of Audit, Central Grant","Director of Audit, Central Revenue",D ,,235.
The accounts that shall be an auditor's presentation of the General accounts of the State/UT submitted to Government concerned is,Appropriation Accounts,Finance Account,Audit Report,General Statement of Account,B ,,236.
Pick the correct regarding Finance Account,Finance Accounts is prepared in two parts,Part I-Summarised Statement,Part II- Detailed Accounts & Statement which is further divided into two section showing Section A- Receipt & Expenditure and Section B- DDR & Contingency Fund,All of the above,D ,,237.
The accounts of all the Governments in India on a common and comparable basis and are prepared mainly on the basis of the figures contained in the respective Finance Accounts of Governments concerned is called,Trend Finance & Revenue Account,Comparable Finance & Revenue Account,Combined Finance & Revenue Account,Inclusive Finance & Revenue Account,C ,,238.
Pick the incorrect one regarding submission of accounts for Combined Finance & Revenue Account,Finance Accounts of the Each AG-31st January,Finance Account of Central Government-28th February,"Accounts of P&T, Railways and Defence-28th February",None of the above,C ,,239.
"State whether true or false An AG should prepare Capital and Revenue Accounts of residential building, if so required by the President on the advice of the CAG.",True,False,,,B,,240.
"Exclusion from Residential building for purpose of preparation of Capital and Revenue Accounts i. Residence for the use of the Governors and Head of UTs including staff quarters and other building appurtenant thereto ii. Buildings which are situated within the premises of jail, hospitals, police-lines, tehsils, educational institutions, provided that they are allotted rent-free to Govt. Servant iii. Buildings which are not intended to be used as regular residences such as Dak-bungalows, rest houses, circuit houses, inspection houses and other such buildings iv. Petty buildings the cost of which does not exceed Rs. 5,000 or any other limit which may be prescribed by Government","i, ii and iii","i, iii and iv","i, ii and iv",All of the above,D ,,241.
Building for which Capital & Revenue A/c to be maintained are categorised into,two classes,three classes,four classes,five classes,A ,,242.
"Class of buildings from which the recovery of the full standard rent is not expected, that is, buildings which, will ordinarily be occupied by Govt. servants who are entitled to accommodation rent free or at reduced rents is",Class II,Class IV,Class I,Class III,A ,,243.
Class of buildings which will ordinarily be occupied by Government servants liable to pay the full standard rent subject to the limit of a prescribed maximum percentage of their emolument is,Class II,Class IV,Class I,Class III,C ,,244.
Pick the correct one,"Transactions relating to the capital cost and maintenance of sanitary, water supply and electric installation and fittings of a residence should be included in those for the building itself.","Transactions relating to other services such as garden, tennis court etc. for which additional rent is recovered should be shown separately below those relating to buildings",Furniture is treated as an item by itself and so furniture provided for all such residence in each circle superintendence or other unit is prepared separately.,All of the above,D ,,245.
Accounts of residential buildings are prepared,on the basis of information furnished by the executive officer in Form AC 32,on the basis of information furnished by the Superintendent Engineer in Form AC 32,on the basis of information furnished by the executive officer in Form AC 33,on the basis of information furnished by the Superintendent Engineer in Form AC 33,A ,,246.
,"In respect of capital outlay charges both actual charges and additional charges on account of establishment, T&P etc. should be taken and in respect of maintenance charges only actual charges and no additional charges on account of establishment, T&P etc. should be taken","In respect of capital outlay charges only actual charges and no additional charges on account of establishment, T&P etc. should be taken and in respect of maintenance charges both actual and additional charges on account of establishment, T&P etc. should be taken","Both in respect of capital outlay and maintenance charges, the actual charges as well as additional charges on account of establishment, T&P etc. should be taken","Both in respect of capital outlay and maintenance charges, the actual charges only should be taken and no additional charges on account of establishment, T&P etc.",D ,,247
"If a building is occupied partly as a residence and partly as office, the best possible approximation for assessing capital value of residential portion shall be made in consultation with",Executive Engineer or Other as prescribed by the Government,Superintendent Engineer or Other as prescribed by the Government,Circle Engineer or Other as prescribed by the Government,independent Valuer as prescribed by the Government,B ,,248.
The buildings should be brought on the capital and revenue account,"in the year of their acquisition, construction, lease and if already in existence from the date of completion","in the year of their acquisition, construction, lease and if already in existence then first brought into use","in the year following the year of their acquisition, construction, lease and if already in existence then first brought into use","in the year following the year of their acquisition, construction, lease and if already in existence from the date of completion",C ,,249.
Pick the correct one,A residential building which has once been included in the accounts should not be excluded therefrom without the sanction of the Government or such other authority as Government may prescribe,"In the case of non-residential buildings which are converted into residences, if the original cost cannot be ascertained from the records, the Capital value should be based on the estimated value of the buildings Subject to rule made by Govt. in this regard",Both A&B,None of the given,C ,,250.
Interest on capital outlay to the end of the year under report or rent payable by the Govt. shall be filled in Form AC 32 under,Column 15,Column 17,Column 13,Column 11,A ,,251.
"In respect of buildings under the control of PWD,",a separate account for each Division and a copy of the accounts should be sent to Executive Engineer,a separate account for each Circle of Superintendence and a copy of the accounts should be sent to Superintendent Engineer,a combined accounts for all Division and a copy of the accounts should be sent to Superintendent Engineer,a combined account for all Circle of Superintendence and a copy of the accounts should be sent to Circle Engineer,B ,,252.
Proforma Accounts is also known as,Financial Account,Technical Account,Administrative Account,Zero Account,C ,,253.
The AG may be required by Government to prepare annually proforma accounts for which capital and revenue accounts are kept in respect of,Building,Road and Bridges,"irrigation, navigation, embankment and drainage projects",All of the above,C ,,254.
Proforma Accounts is prepared by the AG in Form,AC 29,AC 32,AC 35,AC 33,D,,255.
"Pick the correct one regarding proforma accounts prepared by the AG i. Proforma Accounts consists of six (6) parts ii. Part I-General Abstract of Financial Result, Part II- Detailed Account of Capital Expenditure, Part III- Revenue Account, Part IV-Interest Account, Part V- Account of Indirect Charges and Part VIStatement comparing capital cost with sanctioned estimates iii. Accounts of individual projects are kept in Parts II to VI for each, and the general results of all projects are abstracted in Part I iv. Projects should be arranged serially in the order of the dates on which the construction estimates were closed and whose construction estimates have not been closed should come next in the arrangement and they should be detailed in the order of the dates of sanction to the estimates","i, ii and iii","ii, iii and iv","i, iii and iv",All of the above,D ,,256.
"The projects of Irrigation, Navigation, Embankment and Drainage works for which Administrative Accounts are prepared are classified into",Capital and Revenue,Productive and Unproductive,Long-term and Short-term,Commercial and Non-Commercial,B ,,257.
In part I of projects should be grouped according to,Productive and Unproductive classes of project,Special and Normal classes of project,Current and Outstanding classes of project,Commercial and Non-Commercial classes of project,A ,,258.
The revenue accounts should be opened for a project,as soon as a project is sanctioned,as soon as any section of it is completed,as soon as any section of it is completed and begins to yield revenue.,any of the given at the discretion of the AG,C ,,259.
A simple debit and credit account showing the charges for the interest on one side and net revenue or deficit on other as worked out in Part III is shown in,Part IV Interest Account,Part II Detailed account of capital expenditure,Part V Account of the indirect charges,All of the above,A ,,260.
Pick the correct one,Interest is calculated on the total direct capital outlay to end of the previous year plus half the outlay of the year itself.,"Part V of the Proforma Account i.e. the account of indirect charges is prepared in three separate sections-Capital, Revenue and Contingency",At hundred times the annual amount of land revenue remitted is capitalised,All of the above,A ,,261.
Audit and Accounts establishment charges for maintaining proforma accounts,5% of work expenditure,1% of work expenditure,The actual expenditure as in the case of separate Audit and Account Offices constituted for specific projects otherwise 5% of work expenditure,The actual expenditure as in the case of separate Audit and Account Offices constituted for specific projects otherwise 1% of work expenditure,D ,,262.
"The proceeds of ""Betterment levy""",treated as indirect receipts in the Accounts and shown as Misc receipt under the relevant revenue receipt head,treated as direct receipts in the Accounts and shown under the relevant revenue receipt head,treated as indirect receipts in the Accounts should be taken in reduction of Indirect Capital Expenditure in the Administrative Accounts,treated as indirect receipts in the Accounts should be taken in reduction of Indirect Capital Expenditure in the Administrative Accounts,C ,,263.
The Administrative Accounts should be submitted to the Government,by 30th April of the following year,by 30th September of the following year,as soon as possible after closing the final accounts for March.,as soon as possible after closing the supplementary accounts for March,C ,,264.
Number of copy (ies) of the Administrative Accounts should be submitted with report to the CAG,one copy,two copies,five copies,three copies,B ,,265.
Pick the correct one,If printed copies cannot be despatched so as to reach the CAG on the date prescribed the first copy should be sent on the due date in manuscript.,"A separate report should also be submitted at the same time to the CAG reviewing the working of the various Irrigation projects with reference to the desirability of changing the existing classification of particular work (Productive to ""Unproductive"" or vice versa), on the basis of the actual yield and anticipated return from such works",Both A&B,None of the above,C ,,266.
"State whether true or false For the purpose of the review the figures shown against the minor head ""Recoveries of Expenditure"" should be deducted both from ""Gross Receipts"" and from ""Gross Working Expenses",True,False,,,A ,,267.
In the report of AG on the working of projects should mentioned specially all points requiring attention such as,"cases in which, in the AG's opinion, a change of classification of projects from productive to unproductive or vice versa",cases in which an abnormal increase under working expenses is not accompanied by an adequate increase in the Receipts,"cases in which ""Receipts"" show a marked decline and there is no known reason for this.",All of the above,D ,,268.
The buildings should be brought on the capital and revenue account in the same year provided,"acquisition, construction, lease and if already in existence then first brought into use on 1st April of that year.","acquisition, construction, lease and if already in existence then first brought into use on or before 30th September","acquisition, construction, lease and if already in existence then first brought into use on within first three month of the financial year.",All of the above,A ,,269.
"If the preparation of State Summary becomes necessary monthly or oftener than three or four times in a year, it will be convenient to record all the details in the",Departmental Consolidated Abstract,Public Works Classified Abstract,Detail Book,Abstract of Major Heads,B,,270.
Pick the correct one,Proved Classified Abstract should be utilised as the basis of the Consolidated Abstract which should be compiled through a separate Classified Abstract in which the total state figure under each head shall be worked out.,"The AG will lay down the detailed procedure for the compilation of, and the extent of the details to be recorded in the Consolidated Abstract.",Both A&B,All of the above,C ,,271.
The figures in the last two lines (which will be equal) should be posted in the Statement of Disburses' Accounts against the head,refund,receipt & recoveries,suspense awaiting adjustment,transfer,D ,,272.
The net debit and credit so worked out under the head Inter-State Suspense Accounts' should be transferred to the relevant columns of,part II of the Register of Adjustments with the Reserve Bank in Form AC 3 after agreement with Detail Book,part III of the Register of Adjustments with the Reserve Bank in Form AC 3 after agreement with Departmental Consolidated Abstract,part III of the Register of Adjustments with the Reserve Bank in Form AC 3 after agreement with Detail Book,part II of the Register of Adjustments with the Reserve Bank in Form AC 3 after agreement with Departmental Consolidated Abstract,A ,,273.
State whether true or false Gross receipts or payments only shall be entered in the account passed on to the other party to the Settlement Account and not the net amount.,True,False,,,B ,,274.
Pick the incorrect one,"If an account closes with a balance due to a PAO/Accounts Office, a Bank draft should be obtained in requisition in Form AC 17","Bank draft should be forwarded with the concerned schedules, vouchers etc. to the PAO/AO concerned through a special letter in Form AC 18","If an account closes with a balance due from a PAO/AO, a cheque or a Bank draft should be requisitioned from the PAO/AO concerned sending the claims with supporting vouchers schedules etc. with a special letter in the Form AC 19",None of the given,C ,,275.
"On receipt of the Bank draft Cheque, the same should be sent to the Agency Bank accredited to the Headquarters treasury of the AG for credit to Government Account with a Credit Slip indicating the relevant Suspense' head of account in the slip in form",AC 16A,AC 20,AC 21,AC 19,D ,,276.
Requisition for purchase of Draft in Form A.C. 17 will be sent to the agency Bank accredited to the State Headquarters treasury of the AG indicating the debit to 8658 under sun-head,PSB Suspense,Reserve Bank Suspense (HQ),Reserve Bank Suspense-Central Accounts Office,Departmental Adjusting Account,B ,,277.
"Combined Finance and Revenue Accounts i. prepared in two parts ii. Part I in known as General Account ii. Part I General Accounts is further grouped into (i) a summary of Receipts and Disbursements of all Governments by sectional heads of account, and (ii) accounts of Receipts and Disbursements by Major Heads of Account of all Governments in the Revenue Account, Capital Account and all other sections iv. Part II is known as Subsidiary Account giving details, generally minor heads, of all the figures shown in the General Accounts relating to each type of Governmental activities","ii, iii and iv","i, ii and iv","i, iii and iv",All of the above,D ,,278.
Any difference between the cash balance in treasuries and the balance shown in the Cash Balance Report should be worked out and explained,on the face of the monthly account,on the reverse of the monthly account,separately,Any of the above,A ,,279.
Progressive accounts incorporating adjustments made in the accounts for March Final and any Supplementary adjustments made after the close of those accounts should also be submitted to,Central Government,State Government,CAG,CGA,B ,,280.
"The Consolidated Abstract of Debt, Deposit and Remittance is prepared in",AC 25,AC 26,AC 23,AC 22,D,,281.
